id,name,address,city,state,zip,county,phone,email,website,pastor,masses,lat,lng,ParishName,Year,Rite,MailAddress,MailCity,MailZip,ChurchAddress,ChurchCity,ChurchZip,County2,ParishPhone,ParishEmail,ParishWeb,Pastor3,ParochialVicar,BusMgr,Deacon,DRE,MinisterService,CRE,ParCouncilPres,PastoralAssoc,YouthMin,MusicMin,Other,Masses4,Convent,ConventAddress,ConventZip,ConventPhone,ConfessionTimes,Latitude,Longitude
130,St. Louis - Owensville,210 N. Broadway,Owensville,Ohio,45160,Clermont,(513) 732-2218 ,,,Rev. Martin E. Bachman,"Sat. 5 p.m.; Sun. 8, 10:30 a.m.; Holyday 7 eve; 8:50 a.m.",39.1239145,-84.1355867,St. Louis - Owensville,1857,,,,,210 N. Broadway,Owensville,45160,Clermont,(513) 732-2218 FAX: (513) 732-2368,,,Rev. Martin E. Bachman,Rev. Andrew Cordonnier,Sherry Hamilton,,Pastoral Minister/Adult Formation: Marle,,,,,"Kelly Ketterer (513) 732-0636, Ed Schust",,,"Sat. 5 p.m.; Sun. 8, 10:30 a.m.; Holyday 7 eve; 8:50 a.m.",,,,,,39.1239145,-84.1355867
131,St. Luke - Beavercreek,1440 N. Fairfield Rd.,Beavercreek,Ohio,45432-2638,Greene,(937) 426-1733,saintluke@saintlukeparish.org,http://www.saintlukeparish.org,Rev. Terrance Schneider,"Sat. 5:30; Sun. 8, 10 a.m., 12 noon; Holyday 5:30 vigil; 8:30 am & 7:00 pm",39.731754,-84.0576959,St. Luke - Beavercreek,1955,,,,,1440 N. Fairfield Rd.,Beavercreek,45432-2638,Greene,"(937) 426-1733, Fax: (937) 912-9952",saintluke@saintlukeparish.org,http://www.saintlukeparish.org,Rev. Terrance Schneider,,,"Gerald Dupree, Bill LeCain, Richard Simpson",,,,Eleanor Haupt,Rev. Mr. Gerry Dupree,Maria DeRoo,David Sievers,"Adult Faith Formation: Margie Alexander; PSR and Youth Formation, Caroline Barhorst","Sat. 5:30; Sun. 8, 10 a.m., 12 noon; Holyday 5:30 vigil; 8:30 am & 7:00 pm",,,,,Sat. 4-5 p.m.,39.731754,-84.0576959
132,St. Margaret Mary - North College Hill,1830 W. Galbraith Rd.,Cincinnati,Ohio,45239-4849,Hamilton,(513) 521-7387 ,parishoffice@stmargaretmaryparish.org,http://www.stmargaretmaryparish.org,Rev. Jerome J. Gardner,"Sat. 4:30 p.m.; Sun. 8:30 , 10:30 a.m.; Holyday 8:00 a.m. & 7:00 p.m.",39.218485,-84.555756,St. Margaret Mary - North College Hill,1920,,,,,1830 W. Galbraith Rd.,Cincinnati,45239-4849,Hamilton,(513) 521-7387 Fax: (513) 521-7388,parishoffice@stmargaretmaryparish.org,http://www.stmargaretmaryparish.org,Rev. Jerome J. Gardner,,,,Wilma McGlasson,,,Mary Hummeldorf,,,,,"Sat. 4:30 p.m.; Sun. 8:30 , 10:30 a.m.; Holyday 8:00 a.m. & 7:00 p.m.",,,,,,39.218485,-84.555756
133,St. Margaret - St. John - Cincinnati,"St. Margaret of Cortona Church, 6000 Murray Road",Cincinnati,Ohio,45227,Hamilton,(513) 271-0856,michelleboehl@fuse.net; marymathers@fuse.net,http://www.smsjparish.com,Rev. James Weber,"Sat. 4:30 p.m.; Sun. 9 a.m., 11 a.m.; Holyday (consult bulletin)",39.1487382,-84.3906037,St. Margaret - St. John - Cincinnati,1921,,4100 Watterson St.,Cincinnati,45227,"St. Margaret of Cortona Church, 6000 Murray Road",Cincinnati,45227,Hamilton,"(513) 271-0856, Fax: (513) 271-1513",michelleboehl@fuse.net; marymathers@fuse.net,http://www.smsjparish.com,Rev. James Weber,Rev. Jason Williams,,,,,,,,,,,"Sat. 4:30 p.m.; Sun. 9 a.m., 11 a.m.; Holyday (consult bulletin)",,,,,,39.1487382,-84.3906037
134,St. Margaret of York - Twenty Mile Stand,9499 Columbia Rd.,Loveland,Ohio,45140-1560,Warren,(513) 697-3100,smoy_parish@smoy.org,http://www.smoy.org,Rev. Jason Bedel,"Sat. 4:30 p.m.; Sun. 9, 11 a.m., 5:30 p.m.; National Holiday Masses, 9 a.m.",39.297626,-84.280191,St. Margaret of York - Twenty Mile Stand,1984,,,,,9499 Columbia Rd.,Loveland,45140-1560,Warren,"(513) 697-3100, Fax: (513) 683-7101",smoy_parish@smoy.org,http://www.smoy.org,Rev. Jason Bedel,Rev. Timothy Fahey,"Director, Administration & Finance: Michael Ott (513) 697-3103, mott@smoy.org","Ray Kroger, Jeff Perkins",Nancy Shula (513) 697-3113 nshula@smoy.org,,,,,Shayne Reno (513) 697-3114 shayne@smoy.org,"Pastoral Associate, Worship: Andy Albritton (513) 697-3107",,"Sat. 4:30 p.m.; Sun. 9, 11 a.m., 5:30 p.m.; National Holiday Masses, 9 a.m.",,,,,Mon. 6-6:45 p.m.,39.297626,-84.280191
135,,,,Ohio,,,,,,,,40.4172871,-82.907123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4172871,-82.907123
137,,,,Ohio,,,,,,,,40.4172871,-82.907123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.4172871,-82.907123
138,St. Martin of Tours - Cheviot,Glenmore Ave.,Cincinnati,Ohio,45211,Hamilton,(513) 661-2000 ,deidrere@fuse.net,http://www.saintmartin.org,Rev. Terence J. Hamilton,"Sat. 5 p.m.; Sun. 8, 9:30, 11:30 a.m.; Holyday (see bulletin)",39.1506523,-84.6126576,St. Martin of Tours - Cheviot,1911,,3720 St. Martin Pl.,Cincinnati,,Glenmore Ave.,Cincinnati,45211,Hamilton,(513) 661-2000 Fax: (513) 661-1432,deidrere@fuse.net,http://www.saintmartin.org,Rev. Terence J. Hamilton,,Lois Sundrup (513) 661-2000,,,,Laurie Huff (513) 661-2000,Eileen Duffy (513) 481-6732,,,Angela Birkhead-Flight (513) 227-0959,Development Adm.: Donna Broerman; Parish Secretary: Deidre Re,"Sat. 5 p.m.; Sun. 8, 9:30, 11:30 a.m.; Holyday (see bulletin)",,,,,Saturday 3:30-4:30 pm,39.1506523,-84.6126576
139,St. Mary - Arnheim,6647 Van Buren St.,Georgetown,Ohio,45121-9563,Brown,(937) 446-2555,stmaryarnheim@hughes.net,http://www.saintmary.homestead.com,Rev. Dohrman W. Byers,Sun. 7:45 a.m.,38.9338965,-83.8265151,St. Mary - Arnheim,1837,,,,,6647 Van Buren St.,Georgetown,45121-9563,Brown,(937) 446-2555,stmaryarnheim@hughes.net,http://www.saintmary.homestead.com,Rev. Dohrman W. Byers,,,Ronald S. Dvorachek 937-378-3066,Linda Mulvaney 937-446-1854,,,Mike Ernst (937) 446-3128,Marilyn Fryer 937-378-4583,Stephanie Slack 937-725-8603,,,Sun. 7:45 a.m.,,,,,"Sat. 3 p.m.; Tues. 7:30 p.m. at St. Michael, Ripley; Thurs. 12:30 p.m. at St. George, Georgetown",38.9338965,-83.8265151
140,St. Mary - Bethel,3398 SR 125,Bethel,Ohio,45106-9701,Clermont,(513) 734-4041 ,,http://ccc.city,Rev. Adam Puntel,Sat. 5:00 p.m.; Sun. 10:30 a.m.; Holy Day Please Call Parish Office,38.9486691,-84.0318641,St. Mary - Bethel,1941,,,,,3398 SR 125,Bethel,45106-9701,Clermont,(513) 734-4041 Fax: (513) 734-3588,,http://ccc.city,Rev. Adam Puntel,,,Deacon Jerry Ettinne (513) 734-4041 x22,P.J. Eling 513-734-4041 x 23,,,Judi Adams (513) 734-6152,,P.J. Eling 513-734-4041 x 23,Music Director: Gary Gunkel (513) 659-3802,Office Manager: Debbie DePuccio (513) 734-4041 x21,Sat. 5:00 p.m.; Sun. 10:30 a.m.; Holy Day Please Call Parish Office,,,,,4:15 p.m. - 4:45 p.m. 1st Saturday of month or by appointment,38.9486691,-84.0318641
141,St. Mary - Camden,7721 N. Main St.,Camden,Ohio,45311-1124,Preble,(937) 452-3352,,,"Rev. Matthew Amoako-Attah, C.S.Sp.",Sun. 8 a.m.; Holyday 8 p.m.,39.635905,-84.644322,St. Mary - Camden,1942,,,,,7721 N. Main St.,Camden,45311-1124,Preble,(937) 452-3352,,,"Rev. Matthew Amoako-Attah, C.S.Sp.",,"Judy Broermann, Cleo Gerber (513) 726-67",,Marion Roell (937) 452-3906,,,Bernard Roell,,,Lois Kuhbander (937) 787-4663,,Sun. 8 a.m.; Holyday 8 p.m.,,,,,,39.635905,-84.644322
142,St. Mary - Dayton,310 Allen St.,Dayton,Ohio,45410-1895,Montgomery,(937) 256-5633,stmaryparish@stmarydayton.org,http://www.stmarydayton.org,"Rev. Francis Tandoh, CSSp",Sat. 4:30 p.m.; Sun. 9:45 a.m.; holy day varies; Spanish Mass Sun. 1:15 p.m.,39.7534419,-84.1682495,St. Mary - Dayton,1859,,310 Allen St.,Dayton,45410-1895,310 Allen St.,Dayton,45410-1895,Montgomery,"(937) 256-5633, Fax: (937) 256-7138",stmaryparish@stmarydayton.org,http://www.stmarydayton.org,"Rev. Francis Tandoh, CSSp",,Jim Buerschen,William Saluke,,,,Ed Camacho,,,Kathy Maresca,,Sat. 4:30 p.m.; Sun. 9:45 a.m.; holy day varies; Spanish Mass Sun. 1:15 p.m.,,,,,Sat. 3:45-4 p.m.,39.7534419,-84.1682495
143,St. Mary of the Assumption - Springboro,9579 Yankee Road,Springboro,Ohio,45066,Warren,(937) 557-1711,maryp@stmaryfranklin.org,http://www.stmaryfranklin.org,Rev. James Manning (937) 557-1711 x101,"Sat. 4 p.m.; Sun. 7:30, 9, 10:30 a.m., 6 p.m.; Holyday 8 a.m., 7 p.m.",39.5632,-84.301777,St. Mary of the Assumption - Springboro,1867,,9579 Yankee Road,Springboro,45066,9579 Yankee Road,Springboro,45066,Warren,(937) 557-1711,maryp@stmaryfranklin.org,http://www.stmaryfranklin.org,Rev. James Manning (937) 557-1711 x101,Weekend & Holy Day Assistant: Rev. Thomas Snodgrass,Joyce Burgett (937) 557-1711 x107,"Stephen Bermick III, Richard Hobbs",,,Cindy Henderson (937) 557-1711 x102,Mark Whiteley,,Mark Henderson (937) 557-1711 x103,Lynn Meisberger (937) 557-1711 x104,,"Sat. 4 p.m.; Sun. 7:30, 9, 10:30 a.m., 6 p.m.; Holyday 8 a.m., 7 p.m.",,,,,Sat. 3-3:45 p.m.,39.5632,-84.301777
144,St. Mary - Greenville,Third & Elm,Greenville,Ohio,45331-1486,Darke,(937) 548-1616 ,stmjc@bizwoh.rr.com,http://www.stmarysgreenville.org,Rev. John R. White,"Sat. 5:30 p.m.; Sun. 8:30, 10:30 a.m.; Holyday 7 eve, 8 a.m., 7 p.m.",40.0998888,-84.6349661,St. Mary - Greenville,1853,,233 W. Third St.,Greenville,45331-1486,Third & Elm,Greenville,45331-1486,Darke,(937) 548-1616 FAX: (937) 548-0352,stmjc@bizwoh.rr.com,http://www.stmarysgreenville.org,Rev. John R. White,,,Deacon Thomas Graber II,Monica Masso-Rivetti,,,,Adult Education: Ann Kolb,,Sharon Troutwine,,"Sat. 5:30 p.m.; Sun. 8:30, 10:30 a.m.; Holyday 7 eve, 8 a.m., 7 p.m.",,235 W. Main St.,,,Sat. 4-5 p.m.,40.0998888,-84.6349661
145,St. Mary - Hillsboro,212 S. High St.,Hillsboro,Ohio,45133-1445,Highland,(937) 393-1742 ,edbourdase@yahoo.com,http://www.saintmaryhillsboro.org,Rev. Michael Paraniuk,"Sat. 5:30 p.m.; Sun. 8, 10 a.m.; Holyday 7:00 p.m. eve, noon.",39.2006442,-83.6119084,St. Mary - Hillsboro,1852,,,,,212 S. High St.,Hillsboro,45133-1445,Highland,(937) 393-1742 Fax: (937) 393-1742,edbourdase@yahoo.com,http://www.saintmaryhillsboro.org,Rev. Michael Paraniuk,,Patti Heron Karnes (800) 446-8504 or (937) 403-6669,Deacon Leonard Parker (937) 365-1334,,,Michelle Vanzant-Salyer (937) 840-9932 ext. 2,Jeffrey Beery,,Karen Humphries (937) 840-9932 ext. 2,Mrs. Lynn Turner,,"Sat. 5:30 p.m.; Sun. 8, 10 a.m.; Holyday 7:00 p.m. eve, noon.",,,,,"5:00 to 5:25 p.m. Saturday; 7:30 to 8:00 a.m. Sunday, and by appointment.",39.2006442,-83.6119084
146,St. Mary - Hyde Park,2853 Erie Ave.,Cincinnati,Ohio,45208-2397,Hamilton,(513) 321-1207,smary@smshp.com,http://www.smshp.com,Rev. Ken Schartz,Consult parish bulletin or website,39.1390815,-84.4375895,St. Mary - Hyde Park,1898,,,,,2853 Erie Ave.,Cincinnati,45208-2397,Hamilton,"(513) 321-1207, Fax: (513) 533-5518",smary@smshp.com,http://www.smshp.com,Rev. Ken Schartz,,Jeff Rinear,,,,,,Margaret Shank,Brian Geeding,Katie Barton,Parish Administrator: Jeff Rinear,Consult parish bulletin or website,,,,,Sat. 3-3:45 p.m.,39.1390815,-84.4375895
147,St. Mary - Philothea,3821 Philothea Rd.,Coldwater,Ohio,45828-9757,Mercer,419-678-4802,,http://www.coldwatercluster.org,Rev. Richard Walling,"Sun. 9:15 a.m.; Holyday 7:30 p.m. eve; 6:30 a.m., 7:30 a.m., 9 .a.m.; 4:45 p.m,, 7:30 p.m. ; -",40.451952,-84.655362,St. Mary - Philothea,1853,,P. O. Box 107,Coldwater,45838,3821 Philothea Rd.,Coldwater,45828-9757,Mercer,419-678-4802,,http://www.coldwatercluster.org,Rev. Richard Walling,Rev. Alexander Witt,Ellen Homan,,Sue Homan,,,Kevin Welling,,,Diane Geier,,"Sun. 9:15 a.m.; Holyday 7:30 p.m. eve; 6:30 a.m., 7:30 a.m., 9 .a.m.; 4:45 p.m,, 7:30 p.m. ; -",,,,,,40.451952,-84.655362
148,St. Mary - Piqua,528 Broadway,Piqua,Ohio,45356,Miami,(937) 773-1327 ,stmary@piquaparishes.org,http://www.piquaparishes.org,Rev. Thomas L. Bolte,"Sun. 9 a.m., 11 a.m.; Mon.-Wed.-Fri. 8:15 a.m.; Holyday 7a.m., 9 a.m. (except Nov. 1 @ St. Boniface), 5:30 p.m.",40.143797,-84.242491,St. Mary - Piqua,1843,,310 S. Downing St.,Piqua,45356,528 Broadway,Piqua,45356,Miami,(937) 773-1327 Fax: (937) 773-2665,stmary@piquaparishes.org,http://www.piquaparishes.org,Rev. Thomas L. Bolte,,,,Diane Mengos,,Diane Mengos,,Pastoral duties: Deacon Mike Knight,,Judy Lohnes,,"Sun. 9 a.m., 11 a.m.; Mon.-Wed.-Fri. 8:15 a.m.; Holyday 7a.m., 9 a.m. (except Nov. 1 @ St. Boniface), 5:30 p.m.",Sisters of Charity,524 W. Greene St.,45356-2108,(937) 773-1229,,40.143797,-84.242491
150,St. Mary - Urbana,228 Washington Ave.,Urbana,Ohio,43078-1728,Champaign,(937) 653-1375,stmarychurchoffice@gmail.com,http://champaigncatholics.org,Rev. Matthew Lee,"Sat. 5 p.m.; Sun. 11 a.m.; Weekday Mass in the Ordinary Form: Mon. - Sat. noon; Weekday Mass in the Extraordinary Form: Mon.-Thurs. 8:30 a.m., Fri. 5 p.m., First Sat. 8:30 a.m.",40.11247,-83.7494824,St. Mary - Urbana,1852,,231 Washington Ave.,Urbana,43078-1728,228 Washington Ave.,Urbana,43078-1728,Champaign,"(937) 653-1375, Fax: (937)-653-1383",stmarychurchoffice@gmail.com,http://champaigncatholics.org,Rev. Matthew Lee,Rev. Daniel Hunt,Amy Brinker,,,,,,,,Jennifer Korte,,"Sat. 5 p.m.; Sun. 11 a.m.; Weekday Mass in the Ordinary Form: Mon. - Sat. noon; Weekday Mass in the Extraordinary Form: Mon.-Thurs. 8:30 a.m., Fri. 5 p.m., First Sat. 8:30 a.m.",,,,,Fri. 11-11:45 a.m.; Sat. 11-11:45 a.m.; by appointment (937) 653-1375,40.11247,-83.7494824
151,St. Mary Campus Ministry - Oxford,111 E. High St.,Oxford,Ohio,45056-1881,Butler,(513) 523-2153 ,info@stmox.org,http://www.stmox.org,"Rev. Jeffrey P. Silver, jsilver@stmox.org","Sat. 4:30 p.m.; Sun. 7:30, 9:00, 11:30 a.m.; During academic year Sun. 8:30 p.m.",39.510048,-84.740208,St. Mary Campus Ministry - Oxford,1853,,111 E. High Street,Oxford Ohio,45056-1881,111 E. High St.,Oxford,45056-1881,Butler,(513) 523-2153 Fax: (513) 523-0559,info@stmox.org,http://www.stmox.org,"Rev. Jeffrey P. Silver, jsilver@stmox.org",,"Mrs. Pam Burk, pburk@stmox.org",,"Mrs. Courtney Palcic, cpalcic@stmox.org",,,,"Mrs. Roberta Kinne, bkinne@stmox.org",,,"Dir. of Campus Ministry: Ms. Katie Burns, kburns@stmox.org","Sat. 4:30 p.m.; Sun. 7:30, 9:00, 11:30 a.m.; During academic year Sun. 8:30 p.m.",,,,,Sat. 3-4 p.m.; Weds. 7-8 p.m. during Adoration; 1st Sat. 9-10 a.m.,39.510048,-84.740208
152,St. Mary of the Woods - Russells Point,464 Madison Ave.,Russells Point,Ohio,43348-0329,Logan,(937) 843-3127,office@saintmaryofthewoods.com,http://www.saintmaryofthewoods.com,Rev. Shawn Landenwitch,"Sat. Vigil, 6 p.m.; Sun., 8 a.m.; Memorial Day Weekend through Labor Day Weekend, additional 10 a.m. Sun. Mass; Weekday: Weds. and Fri. 8 a.m.; Adoration/Reconciliation: 2nd and 4th Thurs. 6:15 p.m.",40.4660865,-83.8905515,St. Mary of the Woods - Russells Point,1927,,PO Box 329,Russells Point,43348-0329,464 Madison Ave.,Russells Point,43348-0329,Logan,"(937) 843-3127, Fax: (937) 843-3866",office@saintmaryofthewoods.com,http://www.saintmaryofthewoods.com,Rev. Shawn Landenwitch,,,Jeff Hall,,,,,Dir. of Faith Formation: Dona Fischer (937) 935-3319,,Katie McCabe (937) 935-3531,,"Sat. Vigil, 6 p.m.; Sun., 8 a.m.; Memorial Day Weekend through Labor Day Weekend, additional 10 a.m. Sun. Mass; Weekday: Weds. and Fri. 8 a.m.; Adoration/Reconciliation: 2nd and 4th Thurs. 6:15 p.m.",,,,,"Weds. 7:30-8:30 p.m., or by appointment",40.4660865,-83.8905515
154,St. Mary Queen of Heaven - Peebles,205 Wendell St.,Peebles,Ohio,45660,Adams,(937) 544-2757,office@holytrinity-ac.org,www.holytrinity-ac.org,Rev. Adam Puntel,Sun. 8:30 a.m.; Tues. 9 a.m.; Thurs. 7 p.m.,38.9515451,-83.4076474,St. Mary Queen of Heaven - Peebles,1952,,612 Mulberry St.,"West Union, OH",45693,205 Wendell St.,Peebles,45660,Adams,"(937) 544-2757, FAX: (937) 544-7637",office@holytrinity-ac.org,www.holytrinity-ac.org,Rev. Adam Puntel,,,,Vivian Jansen,,,Karl Boerger,,,Maria Knauff (937) 587-3106,,Sun. 8:30 a.m.; Tues. 9 a.m.; Thurs. 7 p.m.,,,,,Sun. 7:30-8:20 a.m.; Tues. 9:30 a.m.; Thurs. 6-6:55 p.m.,38.9515451,-83.4076474
155,Mary - Help of Christians - Fairborn,954 N. Maple Ave.,Fairborn,Ohio,45324-5498,Greene,(937) 878-8353,tnevels@choiceonemail.com,http://www.mhcparish.com,Rev. Thomas A. Nevels,Sat. 4 p.m.; Sun. 11:15 a.m.; Holyday 7 p.m. eve,39.831999,-84.0153,Mary - Help of Christians - Fairborn,1862,,,,,954 N. Maple Ave.,Fairborn,45324-5498,Greene,"(937) 878-8353, Fax: (937) 879-8800",tnevels@choiceonemail.com,http://www.mhcparish.com,Rev. Thomas A. Nevels,,,Rev. Mr. Max Roadruck (937) 878-8353,Molly Collinsworth,,,Mark Christensen,,,,,Sat. 4 p.m.; Sun. 11:15 a.m.; Holyday 7 p.m. eve,,,,,Sat. 3:00-3:30 p.m.,39.831999,-84.0153
156,Mary Help of Christians - Fort Recovery,St. Rt 49,Fort Recovery,Ohio,45846,Mercer,(419) 375-4153,maryhelpccc@bright.net,,Rev. Ned Brown,"Sat. 5:30 p.m.; Sun. 8:30, 11:30 a.m.",40.851488,-84.7073732,Mary Help of Christians - Fort Recovery,1881,,403 Sharpsburg Rd.,Fort Recovery,45846-9746,St. Rt 49,Fort Recovery,45846,Mercer,"(419) 375-4153, Fax: (419) 375-4154",maryhelpccc@bright.net,,Rev. Ned Brown,Rev. Matthew Feist,Tina Stammen (419) 375-4153,John Parker (419)375-4153,Missy Hart (419) 375-4940,,,,,,Barb Grube (419) 375-2809,,"Sat. 5:30 p.m.; Sun. 8:30, 11:30 a.m.",,,,,,40.851488,-84.7073732
157,St. Matthias the Apostle - Cincinnati,1050 W. Kemper Rd.,Cincinnati,Ohio,45240-1706,Hamilton,(513) 851-1930,bulletin@wintonwyomingpr.org,http://www.wintonwyomingpr.org,"Rev. Michael Pucke, parochial administrator","Sat. 4:30 p.m.; Sun 9 a.m. and 1 p.m. (Ghanian Congregation, spoken in Twi and English; Mon.-Fri. 8 a.m.",39.290923,-84.518997,St. Matthias the Apostle - Cincinnati,1967,,1050 W. Kemper Rd.,"Cincinnati, Ohio",45240-1706,1050 W. Kemper Rd.,Cincinnati,45240-1706,Hamilton,"(513) 851-1930, Fax: (513) 589-3850",bulletin@wintonwyomingpr.org,http://www.wintonwyomingpr.org,"Rev. Michael Pucke, parochial administrator",Rev. Lambert Ulinzwenimana,Finance/IT Manager: Clare Towle,Dominic H. Vu,,,,,,,Eugene Meister (513) 825-4825,Buildings/Grounds: Chris Miller,"Sat. 4:30 p.m.; Sun 9 a.m. and 1 p.m. (Ghanian Congregation, spoken in Twi and English; Mon.-Fri. 8 a.m.",,,,,3:30 p.m. Saturdays in the church,39.290923,-84.518997
158,St. Maximilian Kolbe - Liberty Township,5720 Hamilton-Mason Rd.,Liberty Township,Ohio,45011-1308,Butler,(513) 777-4322,web@saint-max.org,http://www.saint-max.org,Rev. Geoffrey D. Drew,"Mon.-Sat. 8:30 a.m.; Sat. 4:30 p.m.; Sun. 8, 10 a.m, 12 noon; Holyday 6:30 a.m., 8:30 a.m.,7:30 p.m.",39.373647,-84.430292,St. Maximilian Kolbe - Liberty Township,1989,,,,,5720 Hamilton-Mason Rd.,Liberty Township,45011-1308,Butler,"(513) 777-4322, Fax: (513) 777-7264",web@saint-max.org,http://www.saint-max.org,Rev. Geoffrey D. Drew,Rev. Simon Peter Wankya,,"John Paul Back, Mike Hinger, Mike Lippman",,,,Andrew Burke,"Jeremy Helmes, Lakme Kodros, Holly Moran, Larry Witsken, Sarah Merkel, Zack Hinger",H.S. and YA: Zack Hinger,Pastoral Associate for Worship & Sacraments: Jeremy Helmes,Coordinator for Early Childhood and Grades 1-8 Religious Formation: Mary Lou Baker,"Mon.-Sat. 8:30 a.m.; Sat. 4:30 p.m.; Sun. 8, 10 a.m, 12 noon; Holyday 6:30 a.m., 8:30 a.m.,7:30 p.m.",,,,,Thurs. and Sat. after 8:30 a.m. Mass; Thurs. 6-6:45 p.m.; Sat. 3-4 p.m.; or by appointment,39.373647,-84.430292
160,St. Michael - Fort Loramie,"33 Elm St., PO Box 7,",Fort Loramie,Ohio,45845-0007,Shelby,(937) 295-2891,steves@nflregion.org,http://www.nflregion.org,Rev. Steven L. Shoup,"Sat. 5 p.m.; Sun. 8, 11 a.m.; Holyday 6:30 a.m., 6:30 p.m.",40.3506706,-84.3706039,St. Michael - Fort Loramie,1838,,"33 Elm Street, PO Box 7,",Fort Loramie,45845-0007,"33 Elm St., PO Box 7,",Fort Loramie,45845-0007,Shelby,"(937) 295-2891, Fax: (937) 295-3349",steves@nflregion.org,http://www.nflregion.org,Rev. Steven L. Shoup,,,,,,Deb Ranly (K-6); Kate Boeke (7-12) (937) 295-2179,Jim Maurer (937) 295-2194,Ann Bollheimer (937) 295-2891; Rose Meyer (937) 295-2891,Kevin Schulze (937) 295-2891,Frank Turner (937) 295-2727,,"Sat. 5 p.m.; Sun. 8, 11 a.m.; Holyday 6:30 a.m., 6:30 p.m.",,,,,Sat. 4-4:30 p.m.,40.3506706,-84.3706039
161,St. Michael - Mechanicsburg,40 Walnut St.,Mechanicsburg,Ohio,43044-1148,Champaign,(937) 653-1375 ,stmarychurchoffice@gmail.com,http://champaigncatholics.org,Rev. Matthew Lee,Sun. 8 a.m.,40.0722663,-83.5583614,St. Michael - Mechanicsburg,1865,,231 Washington Avenue,"Urbana, OH 43078",,40 Walnut St.,Mechanicsburg,43044-1148,Champaign,(937) 653-1375; FAX (937) 653-1383,stmarychurchoffice@gmail.com,http://champaigncatholics.org,Rev. Matthew Lee,Rev. Daniel Hunt,,,,,,,,,Catechetical and Music Director: Kay Miller,,Sun. 8 a.m.,,,,,"By appointment, 937-653-1375",40.0722663,-83.5583614
162,St. Michael - Mt. Orab,220 S. High St.,Mt. Orab,Ohio,45154,Brown,(937) 875-5020,catholicamos@dragonbbs.com,,Rev. Henry F. Albietz,Sunday at 9:15 a.m. & Wednesday at noon.,39.0249946,-83.9212103,St. Michael - Mt. Orab,1944,,6647 Van Buren Street,Georgetown,45121,220 S. High St.,Mt. Orab,45154,Brown,(937) 875-5020,catholicamos@dragonbbs.com,,Rev. Henry F. Albietz,,,,,,Regina Pritchard,Gary Keller (937) 444-3202,,,Julie Woodruff,,Sunday at 9:15 a.m. & Wednesday at noon.,,,,,,39.0249946,-83.9212103
164,St. Michael - Ripley,Fourth and Market Sts.,Ripley,Ohio,45167,Brown,(937) 392-1116 ,stsmichael-george@sbcglobal.net,http://www.stmichael.homestead.com,Rev. Dorhman W. Byers,Sun. 10 a.m.,38.7477103,-83.8439792,St. Michael - Ripley,1840,,16 N. Fourth St.,Ripley,45167,Fourth and Market Sts.,Ripley,45167,Brown,(937) 392-1116 Fax: (937) 392-1699,stsmichael-george@sbcglobal.net,http://www.stmichael.homestead.com,Rev. Dorhman W. Byers,In residence: Rev. Ronald Williams,Susan Carponi (937) 392-1840,Ronald S. Dvorachek 937-378-3066,Joan St. Clair 937-378-6453,,,,Sarah Ruth Allen 937-392-1335,,,,Sun. 10 a.m.,,,,,"Tues. 7:30 p.m.; Sat. 3 p.m. St. Mary, Arnheim; Thurs. 12:30 p.m. St. George, Georgetown",38.7477103,-83.8439792
165,St. Michael - Sharonville,11144 Spinner Ave.,Cincinnati,Ohio,45241-2632,Hamilton,(513) 563-6377,,http://www.saintmichaelchurch.net,Rev. Thomas P. DiFolco,"Sat. 5 p.m.; Sun. 8, 9:30. 11:30 a.m.; Holyday call office",39.270855,-84.410198,St. Michael - Sharonville,1919,,,,,11144 Spinner Ave.,Cincinnati,45241-2632,Hamilton,"(513) 563-6377, Fax: (513) 554-3543",,http://www.saintmichaelchurch.net,Rev. Thomas P. DiFolco,,"Scott Hungler, ext. 304",,,,,,"Tom Giordano, ext. 302",,"Brian Bisig, ext. 301",,"Sat. 5 p.m.; Sun. 8, 9:30. 11:30 a.m.; Holyday call office",,,,,Sat. 4 p.m. Other times by appointment. Special Advent and Lenten Reconciliation Service.,39.270855,-84.410198
